review,label
"Time and time again, it seems that the comedic actors of Hollywood are surprising me with their talents as dramatic performers: first it was Robin Williams {'One Hour Photo (2002)'}, then it was Jim Carrey {'Eternal Sunshine¶? (2004)' being one example}, then Will Ferrell {'Stranger than Fiction (2006)'} and now Adam Sandler. Yes, that's absolutely right: the guy who has based an entire career on making brainless, goofball comedies {I'm not complaining; I've always been a fan} has finally given me a performance of which he can be proud. Of course, some readers may be wondering whatever happened to 'Punch-Drunk Love (2002),' but I can only assure you that it's a film I'm currently taking measures to see as soon as possible, since I've heard it's terrific. My first film from director Mike Binder, 'Reign Over Me,' is an intelligent and respectful exploration of grief and friendship. Though it does occasionally stray into all-too-familiar territory, the somewhat predictable storyline proves surprisingly deep and moving, with both Sandler and Don Cheadle giving memorable performances.<br /><br />Alan Johnson (Cheadle) is a successful dentist with a good family, though he finds himself unable to communicate adequately with his wife (Jada Pinkett Smith) and so his marriage is a little shaky. Charlie Fineman (Adam Sandler) is Alan's ex-college roommate, a man who lost his entire family in the terrorist attacks of September 11, 2001, and who is still confronting his overwhelming feelings of grief. A disheveled figure with messy hair and downcast eyes {often likened in appearance to Bob Dylan}, Charlie has abandoned his career in dentistry, and spends his time in solitude: listening to music with headphones that cut out all sound from the outside world, driving around Manhattan in his motorised scooter, immersing himself in fantastical video games and repeatedly redecorating his apartment kitchen in accordance with his deceased wife's final wishes. When Alan and Charlie meet for the first time in years, the latter doesn't even recognise an old friend, having completely abandoned any memories prior to his life-crippling experience. Indeed, at first he doesn't even acknowledge the existence of his family, and abruptly loses his temper whenever anybody suggests that he seek counselling.<br /><br />Initially, it may seem a bit exploitative for the filmmakers to be using the September 11 attacks as a storytelling device. Afterall, wouldn't it be just as devastating if Charlie's family had died in an ordinary, everyday car accident? However, if you consider that the director's intention was to demonstrate the enormous pain caused to ordinary citizens by the tragedy, then 'Reign Over Me' does a very good job. It's easy to get so caught up in meaningless statistics that you neglect the emotional costs of the terrorist attacks; this is the first 9/11-orientated film I've seen that truly dealt with the suffering of those who weren't even involved, whose only anguish was caused through losing those whom they loved. Adam Sandler shows surprising range in a difficult role, one which would have crumbled to pieces had he not been up to the task. Snapping instantly between cheerfulness, anger and depression, Charlie Fineman is a man with whom we can deeply sympathise, a hollow soul who, thanks to the companionship of an old friend, can finally glimpse light at the end of a dark, bleak tunnel.",pos
"There may be spoilers!<br /><br />Charlie Fineman (Adam Sandler), who lost his family in a tragedy, (the terrorist attacks of Sept. 11), still grieves over their deaths. He runs into his former college roommate, Alan Johnson (Don Cheadle), and the two rekindle their friendship. Alan vows to help his old friend come to terms with the terrible loss. This is a simplification of the basic story of Reign Over Me. <br /><br />This movie is, however, a story of how fate intercedes in our lives when we ourselves may be powerless do any thing about our own states of being. Alan is stuck in a life that he knows is no longer fulfilling. He feels friendless and out of touch with his own reality. He is unable to communicate with his wife and his associates at work. He can't express his feelings and as a result feels lost and distant from his own world. He chances upon Charlie on the streets of Manhattan while driving from his job. Eventually he meets and discovers that Charlie, (who originally does not remember Alan), is living in a false reality of his own. Charlie has gone back to a time in his life when he had no family. He lives as if he were still a student playing in a rock band, collecting vinyl records of the 60s and 70s bands, and playing video games. He has escaped to a better and safer time in his life where there are no bad guys and he has a lot less to lose. Everyone in this movie is affected in some way by the tragedy that has affected Charlie and his remission to a formerly different and better (?) place. His landlady is his protector and great enabler. His in-laws are subtracted from his life because they would take him back to the reality that his family is now gone from his life. And Alan is most affected by him because Alan wants to, (in at first a selfish desire to escape from his own reality) to be with Charlie as a means to subtract himself from his own stifled reality and then he wants to find a way to help Charlie begin to recover from his self-induced guilt and denial of loss. It is through this relationship that not only is Charlie able to begin to heal himself but that Alan, in fact, learns to communicate and sate his true desires with his associates at work and, eventually, is able to admit to his wife he has not been able to communicate his real feelings to her but that he strongly wants to because he does love her. It is in fact a poignant moment in the film when the stuff has hit the fan and Charlie is being confronted with the reality of being put away that he and Alan are talking about the situation together over ""Chinese"" that Charlie states that he is in fact worried about Alan and not himself. <br /><br />This movie will, if you let it, take you through a river of emotions and leave you thinking. It will have you laughing at how Charlie uses his words, like people really do in everyday life, to make a comical statement of fact about a real situation. It will leave you on the verge of tears, (in my case actual tears), when Charlie confronts his grief and begins to come to grips with his tremendous loss. And that in fact the tragic reality is his guilt and loss has really never left him and he dealt with it in the only way he knew: denial. It will make you curse at the cold, unthinking actions of a young prosecutor trying to win his ""case"", (as I actually did at Charlie's hearing!) And it will make you smile at the commonsense of a old and wise, stern judge, (Donald Sutherland who is great at his short distinct role and gives the best performance of a wise, stern person in the legal profession since Wilford Brimley played an Assistant Attorney General in Absence of Malice.)<br /><br />This movie was also amazing to me for a few other reasons: (1) I never looked at my watch once during the showing of the film. Which means it had me from the beginning to the end, (2) Although the cast was interracial, this fact was not important to the playing out of the roles of the characters in the film. Race was a non-factor to the performance of the roles in this movie. Amazing people can actually interact with out this fact being brought out! and (3) the only real reference to 9/11 is when Charlie's financial attorney refers to the tragedy of Charlie's loss as ""¶?what Charlie had become on 9/12"". Time will be the true test of how this movie will stand out in the future but if the purpose of a movie is not to just entertain but to make one think and have that movie stay with you long after you leave the theatre then Reign Over Me succeeded phenomenally as far as I am concerned. I have not yet forgotten this wonderful thought provoking film and I will wait impatiently for the day I can purchase it as a DVD.",pos
"In New York, the family man dentist Alan Johnson (Don Cheadle) meets his former roommate and friend Charlie Fineman (Adam Sandler) by chance on the street. Charlie became a lonely and deranged man after the loss of his wife and three daughters in the tragic September 11th while Alan has problems to discuss his innermost feelings with his wife. Alan reties his friendship with Charlie and they become close to each other. Alan tries to fix Charlie's life, sending him to the psychologist Angela Oakhurst (Liv Tyler), but Charlie has an aggressive reaction to the treatment and is send to court.<br /><br />""Reign Over Me"" is a good drama about loss, friendship, family and loneliness. The September 11th is irrelevant to the plot; it could be a car accident, a fire or any other tragedy, as well as the sexual harassment of Donna Remar, played by the gorgeous Saffron Burrows, to Alan. But the family drama works, supported by the great performances of Adam Sandler and Don Cheadle. Liv Tyler is quite impossible to be recognized, I do not know whether she is using excessive make-up to look older, but her face is weird. My vote is seven.<br /><br />Title (Brazil): ""Reine Sobre Mim"" (""Reign Over Me"")",pos
"Reign Over Me is a success due to the powerful work by Adam Sandler and Don Cheadle. While comedic actors going dramatic has been seen as somewhat of a distraction, Sandler is no stranger to playing more serious roles. Most of the characters he portrays have an unstable temperament and a vulnerability that can burst at any moment. He might even be typecast for characters with such hidden anger problems. However, this performance has some considerable dramatic weight, unlike his roles in less comedic fare like Punch-Drunk Love and Spanglish.<br /><br />In the film, Alan Johnson (Cheadle) runs into his old college roommate, Charlie Finerman (Sandler), whom he hasn't seen in several years. Five years before, Charlie suffered the overwhelming loss of his wife and three daughters in a plane crash. Charlie barely even recognizes Cheadle's character due to the repression of his memories and consequent reclusive childish lifestyle since the accident. It isn't until Alan persists in engaging him in conversation that Charlie remembers who he is. Their renewed relationship that follows will allow Finerman to have a friend who doesn't speak about his loss, eventually enabling him to confront the thoughts and feelings he has suppressed on his own terms.<br /><br />Though writer-director Mike Binder doesn't show much sense of an individual style and some of his shots and transitions are a bit awkward, he does have a knack of getting decent to great performances from his actors while being a talented and funny writer. He shot this film with a digital camera, as more and more filmmakers are doing today, enabling the crew to shoot the night scenes with limited lighting. This kept the colorful backgrounds of New York City in focus, but resulted in creating frequent digital grain, which resembles blue specks scattered and moving on the screen.<br /><br />Almost every main character in Reign Over Me gives a great performance. Jada-Pinkett Smith and especially Liv Tyler are memorable in their respective roles as a frustrated wife to Cheadle's character and a psychiatrist. However, it is Sandler and Cheadle that give some of their finest work to date. They completely owned this movie. Sandler actually plays a character that doesn't outwardly resemble or act like himself at all, partially credited to his Bob Dylan-esquire wig. Though Cheadle's character has more screen time than Sandler, they both should be considered to be leading roles, as they equally support and help each other throughout the film.<br /><br />Music also plays a great part in this film, especially the title song ""Reign Over Me,"" or ""Love, Reign O'er Me"" by The Who, and later covered by Pearl Jam. In one of the most powerful moments of the film, Binder shows Sandler using music to shut out his feelings and memories, but this particular song provokes such intense emotion that rather than diminishing his anger, it incites his emotions. All an all, Reign Over Me is an enjoyable, sad, yet many times funny film, driven by its amazing leading performances.",pos
"The feel of this movie was amazing. Adam Sandler's performance was very inspiring. As he played a very rattled and fragile character, he took his ability to the very edge and really worked the role. His character was really interesting. I can see myself reading the script for this movie and not being half as interested in the part as Sandler made me. For someone who plays primarily comedy roles, he pulled off a serious role with what seemed to be his own quirks and input. I especially loved the scene in which Adam and Don's characters rode the motorized scooter around the city. I familiarized with the moment, because it seemed like Don was witnessing one thing Adam does to get away from it all. With his video games, music, and many other things he does to keep him from thinking about the past, riding his scooter with his headphones on seemed like an escape from his thoughts. This movie is definitely worth the watch.",pos
"This version of the Charles Dickens novel features George C Scott as the Scrooge. Fine casting, especially the choice of Scott, who plays the role to the hilt..a fine cast supports him in the very good adaption. A Modern day holiday classic on a scale of one to ten..9",pos
"Let me start by saying at the young age of 34 I was suddenly widowed. I was devastated as he was NOT sick--- he died unexpectedly basically of a coronary--- his carotids blew out-- he died behind our house. There was a lot of speculation from police, cause he fell on something and it bashed his head in. I was a suspect for murder until the autopsy came back. <br /><br />My children were as traumatized as I was, so in love with a good father figure as he. I had three small children, no education, no financial support. I took it very, very hard. <br /><br />Within two years my in-laws attacked me verbally, physically, emotionally and spiritually demanding I grieve not in front of the children, and put on masks and showed people what they wanted to see, not show them my pain during holidays... Nobody stood up for me and my choice to sit out one holiday, except of course, the grief therapist I was seeing that had advised me to follow my heart and soul. My in-laws didn't get it! It changed FOREVER my relationship with them, and I have never been back for a holiday. This is only one example of how my grief was disrespected! My own (new) husband has seen me fall apart talking about the trauma when I shared from my soul. I collapse, can not breathe, hyperventilate, and generally am defunct for a few days if I even try to convey the hidden pain. <br /><br />Now about this movie...<br /><br />Today, my soul was stirred, my heart broken. My fears and pain re-surfaced from the real demons this movie presents; how one grieves compared to how others expect us too and the demons within. Adam Sandler portrayed perfectly the horrendous agony you face, overcome and most of all, work through on your own time! This movie dredged up all the pain that I have tried over the years to deal with. You see, when something harms your soul so profoundly, so deep that utterances are all that come from your mouth in moments of thinking, you can not deal with it without wishing you were dead and walking through life, in a dead state. <br /><br />The bible has a scripture, Romans 8:26 that I have clung to, that when my mouth and soul know not what to pray for, that God's Holy Spirit carries that agony to the feet of God-- I need not speak. Sandler portrayed that to perfection! <br /><br />There is a scene where he has been hauled into a court hearing, for mental health commitment purposes, and he goes back in to face his in-laws--- (familiar to me)--- and he tells them the stunning truths that he has been possessed by, per Se, that he can't get over. It's a profoundly strong, and mighty performance. I started bawling and had a hard time after wards getting up to walk out from the theater feeling my legs too weak to do so. My son was with me and saw it first hand, my precise motions while trying to hold it all together; a lesson for him, my youngest who barely remembers his daddy. It's been 13 years for me but this movie brought me back to the moment of losing my in-laws forever when they demanded a mask on my emotions and my surrendering to their desires, instead of respect to my own. <br /><br />I write this, so that if you are a griever, you are prepared for this movie, but recommend it highly in the 1000 star performance Sandler gave. <br /><br />If you are not yet a griever, please take a lesson from his movie and just listen and accept people's choices in their grief, letting them find peace in their own time! Sometimes, the soul can not utter the words to convey our pain. <br /><br />Go see this movie with tissues and not without preparing to take it in... to your soul!",pos
"Reign Over Me (titled after the who song) is a movie that is sure to bring a tear to almost everyone's eye. It was a moving story of a guy (sandler) that lost his family in the 9-11 world trade center attacks. Years later, he runs into an old college roommate (cheadle) that he doesn't even recognize due to the post-dramatic stress ensued by the loss of his family. The two rekindle their old friendship and Cheadle's character, Johnson, realizes that he must get Sandler's character, Fineman, some help before it's too late.<br /><br />This was the first movie that has made me cry in a long time. It's completely worth watching and after seeing it, I'm positive the viewer will appreciate his or her family much more.",pos
"Greetings again from the darkness. How rare it is for a film to examine the lost soul of men in pain. Adam Sandler stars as Charlie, a man who lost his family in the 9/11 tragedy, and has since lost his career, his reason to live and arguably, his sanity. Don Cheadle co-stars as Sandler's former Dental School roommate who appears to have the perfect life (that Sandler apparently had prior to 9/11).<br /><br />Of course the parallels in these men's lives are obvious, but it is actually refreshing to see men's feelings on display in a movie ... feelings other than lust and revenge, that is. Watching how they actually help each other by just being there is painful and heartfelt. Writer/Director Mike Binder (""The Upside of Anger"", and Sandler's accountant in this film) really brings a different look and feel to the film. Some of the scenes don't work as well as others, but overall it is well written and solidly directed.<br /><br />Sandler and Cheadle are both excellent. Sandler's character reminds a bit of his fine performance in ""Punch Drunk Love"", but here he brings much more depth. Cheadle is always fine and does a nice job of expressing the burden he carries ... just by watching him work a jigsaw puzzle.<br /><br />Support work is excellent by Jada Pinkett Smith (as Cheadle's wife), Liv Tyler (as a very patient psychiatrist), Saffron Burrows (in an oddly appealing role), Donald Sutherland as an irritated judge and Melinda Dillon and Robert Klein as Sandler's in-laws.<br /><br />The film really touches on how the tragic events of that day affected one man so deeply that he is basically ruined. In addition to the interesting story and some great shots of NYC, you have to love any film that features vocals from Chrissy Hynde, Bruce Springsteen and Roger Daltrey ... as well as Eddie Vedder impersonating Daltrey. Not exactly a chipper upbeat film, but it is a quality film with an unusual story.",pos
"This Movie was amazing, it is the kind of movie where you watch it and rather than look at other movies by actor you look at other movies by director/ writer. Sandler did a good job working a character outside of his comfort zone and the always good Cheadle did a great job too. This movie is great for a mature intelligent audience. The acting was fantastic and can only be surpassed by the Writing and directing of the film. This film focuses on the real Americans, the past generation, no stereotypes or Racism just people who have come together and realized the true meaning of life. This film is about loss and coping. Instead of picking on Psychiatry, it defines it, not as someone who heals you magically, but rather through the necessity of talking out your feeling to an impartial someone you can trust will not judge you, but rather will guide you though your thoughts. This movie is all round amazing!",pos
"Love hurts. That, I think, is the main message Mike Binder's newest film Reign Over Me brings across. Whether that love has caused your relationship to become stagnant, or has brought anger from the one you love cheating for years, or has broken your heart to the point of being unable to open yourself up to the world, love hurts. The great thing about this film, however, is not in its portrayal of these lost souls trying to let their past heartbreaks go, but in the eventual restart of new bonds for the future. No one in this drama is perfect; they are all at some degree trapped emotionally in relationships that they can't free themselves from alone. There is some heavy subject material here and I credit Binder for never making the story turn into a political diatribe, but instead infusing the serious moments with some real nice comedic bits allowing the tale to stay character-based and small in scale compared to the epic event that looms overhead. What could have become a trite vehicle for opinions on how 9-11 effected us all, ends up being a story about two men and a connection they share that is the only thing which can save their lives from a life of depression and regret.<br /><br />This is a new career performance for Adam Sandler. I like to think that my favorite director Paul Thomas Anderson was the first to see the childish, pent-up anger in his stupid comedies as something to use dramatically. The juvenility of a character like Billy Madison allows for laughs and potty humor, but also can be used to show a repressed man, shy and shutout to the world around him¶?a man with no confidence that needs an event of compassion to break him from his shell. Anderson let Sandler do just that in his masterpiece Punch-Drunk Love and Mike Binder has taken it one step further. Sandler plays former dentist Charlie Fineman whose wife and three kids were killed in one of the planes that took down the World Trade Center on 9-11. That one moment crushed any life that he had and as a result, he became reclusive and started to believe he couldn't remember anything that happened before that day. He really delivers a moving portrait of a man trying to keep up the charade in his head while those around him, those that love him, try and open him up to the reality of what happened and what the future holds. Always on edge and ready to snap at any moment when something is mentioned to spark the memory of his perished family, he goes through life with his iPod and headphones, shutting out everything so as not to be tempted remember.<br /><br />Reign Over Me is not about Charlie Fineman though, it is about dentist and family man Alan Johnson. A man that has trapped himself into a marriage and dental practice that both have stagnated into monotony, Johnson needs as much help in his life as his old college roommate Charlie does. Played perfectly by the always brilliant Don Cheadle, Johnson has lost his backbone to try and change his life. He has no friends and when he sees Charlie, by chance, one day, his life evolves into something he hasn't felt in 15 years. He revels in the chance to go out with an old friend no matter how much he has changed from the death of his family. Cheadle's character wants to revert back to the college days of hanging out and Sandler's doesn't mind because all that was before he met his wife. The two men get what they want and allow themselves to grow close despite the years of solitude that used to rule their lives. Once they begin opening up though, it is inevitable that the subject of the tragedy will creep up and test the faÇõade they have created for themselves.<br /><br />The supporting cast does an amazing job helping keep up appearances for the two leads. Jada Pinkett Smith has never been an actress that impressed me and throughout the film played the tough as nails wife nicely, but it is her final scene on the phone with Cheadle that really showed me something different and true. Liv Tyler is a bit out of her element as a psychiatrist, but the movie calls her on this fact and makes the miscasting, perfect casting. The many small cameos are also effective, even writer/director Mike Binder's role as Sandler's old best friend and accountant, (my only gripe here is why he feels the need to put his name in the opening credits as an actor when it is everywhere, considering it is his film). Last but not least is the beautiful Saffron Burrows. She is a great actress and plays the love- crushed divorcÇ¸e trying to put her life back together wonderfully. A role that seems comic relief at first, but ends up being an integral aspect for what is to come.<br /><br />Binder has crafted one of the best dramatic character studies I have seen in a long time. The direction is almost flawless, (the blurring between cuts and characters in the fore/ background really annoyed me in the beginning), the acting superb, and the story true to itself, never taking the easy way out or wrapping itself up with a neatly tied bow at the conclusion. Even the music was fantastic and used to enhance, not to lead us emotionally, (why after two great uses of the titular song by The Who did Binder feel the need to use the inferior Eddie Veddar remake for the end, I don't know, but it did unfortunately stick out for me). Reign Over Me is a film about love and how although it can cause the worst pain imaginable, it can also save us from regret and allow us to once again see the world as a place of beauty and hope.",pos
"I saw this at a screening last night too. I was totally blown away at how much better this movie was than what I expected. Not many movies can combine dark comedy and current event drama and not have it fall apart in the conclusion.<br /><br />I won't bother rehashing the plot too much because I think the less you know about this movie going into it makes it that much better. But I will say that Adam Sandler's performance was really refreshing and real. He was funny, and much funnier than most of his most recent comedies. Don Cheadle was believable as always.<br /><br />This movie isn't funny like Borat or Billy Madison but it has a good pace about it. I'd say 90% of the audience laughed for most of the film. Midway through the movie slows down to address the drama end of things and does a really nice job of tying it all together.<br /><br />I also thought it was really cool how instead of playing up the whole black friend/white friend thing they chose to just ignore it and focus on the relationships themselves.",pos
"This film screened last night at Austin's Paramount theater as part of the SXSW Film Festival. We were graced with the presence of director Mike Binder and stars Adam Sandler and Don Cheadle who took audience questions after the film. It is a remarkable and powerful film about what it is like to lose yourself and begin to find your way back. The performances are phenomenal and the story manages to be both tragic and funny in a way that is all too rare. (The trailer for the film tries a little too hard to emphasize the comedic aspects.)<br /><br />This is a breakout role for Adam Sandler. While he has begun to transition to more dramatic roles with Punch-Drunk Love and Spanglish, this role is a significant step forward for him as a dramatic actor. He deserves an Oscar nomination as he continues down to transition to more dramatic roles as Tom Hanks did and Jim Carrey is also doing. In this role, he seemed to be trying to channel Dustin Hoffman in Rain Man. Although playing an autistic man is certainly very different than Sandler's traumatized character, both characters for different reasons are trapped in their own worlds of child-like isolation and confusion.<br /><br />Don Cheadle's performance is less surprising, but just as good. After Hotel Rwanda and Crash, we've come to expect remarkable nuanced performances from Cheadle. He has the qualities of sincerity and honesty that comes through in this role. But he, too, is also broken and struggling if not in the such profound ways as Sandler's character. Cheadle is struggling with difficulties in both his marriage and in his professional life as a dentist. Together the characters played by Cheadle and Sandler struggle to heal each other in the way that true friends often do (in a way that reminds me of Matt Damon and Robin Williams in Good Will Hunting). They are both searching for that part of the themselves that they have lost and trying to find again.<br /><br />Reign over Me is one of the best major studio films to be released this year. The soundtrack, which is almost another character in the plot is wonderful. The filming in the streets of New York - a city that suffered a great tragedy and has also had to heal itself - is also quite beautiful. The supporting roles by Jada Pinkett Smith, Liv Tyler, Saffron Burrows (in a very odd role), Donald Sutherland, and Mike Binder himself are all quite good.<br /><br />Writer/Director Mike Binder has really delivered a story that so many will be able to connect with on numerous levels. This is a story about grief, family, healing, male friendship, mental health, and the meaning of love. Reign over Me does not disappoint. The film is almost hypnotic as it draws you into the lives of its characters. Hollywood would have a much better reputation if it made more character-driven charming films like Reign over Me.",pos
"It's not very often a movie can literally make the entire audience laugh, and five minutes later fill their eyes with tears. Many movies try to do this, but few can deliver the emotional impact that this film did. Adam Sandler practically drags you in with his heated and often violent outbursts, but also makes you laugh when the shadow of his past isn't pulling him down. I'm not going to ruin anything, but there is one scene in particular that should have your eyes watering and lip quivering. Even the most macho of men would have to be heartless bastards to not feel something while watching this movie. Don Cheadle gives another great performance, but is out-shined by Sandler. Liv Tyler and Jada Pinkett Smith give solid performances, but nothing in the line of the two leading roles. Sandler's humor is still present, which actually saved this film from being border-line depressing. There are several laughs to be had, but don't think you will stay there long, because it gets serious again without much warning.<br /><br />I could go on and on about how well this movie hit on just about every emotion the human body contains, but I will cut this one short. I feel there is no need to tell you anything more. Do yourself a favor and take the time to see this movie. Even if you have to wait until it comes out on DVD, it's 100% worth the time. A deeply moving film sure to put tears in your eyes and a smile on your face...unless of course...you are a heartless soul.",pos
"I just got back from a screening a couple of hours ago, and I was very happy with the movie when I left it. It's very intense, and the closest I've come to crying in a movie in quite some time. That is a credit to Adam Sandler, who delivers a magnificent performance on many levels, and who probably deserves an Oscar nom for it, were it not coming out so early in the year. Don Cheadle gives his usual superb performance playing the straight man to Adam's disturbed.<br /><br />There is some humor, but most of it is really only funny in comparison to the tearjerking moments, as Adam deals with his loss and Don struggles to help him. Adam plays two levels very well... when he is mentally stable he is funny and likable, but when he is, well, less stable he's powerful and dark.<br /><br />I recommend it for anyone who likes intense mental dramas about difficult friendship and loss.",pos
"This movie is proof that film noire is an enduring style, and extremely worthy of stay alive. For me, it is he best example of film noire since Chinatown.<br /><br />It will, unfortunately, never get the recognition it deserves. It was never promoted properly when it was first released and has had to build its cadre of fans through venues like Vanguard Cinema and word of mouth rental referrals.<br /><br />I highly recommend that people looking for something more than mindless entertainment rent this movie and delved into its highly convoluted plot.",pos
"Everyone is surely familiar with this most famous of stories ¶? a heartless businessman is visited by the ghost of his dead partner on Christmas Eve and warned that if he continues in his uncaring ways then he will be doomed to an afterlife in chains. So that he can avoid his partner's fate he is visited by three spirits who show him visions of Christmases past, present and yet to come, so that he will hopefully see the error of his ways before it is too late. A rather morbid tale one might think, but it is classic Charles Dickens, and also one of the most famous and popular Christmas stories of all time.<br /><br />To me this is the definitive version of Dickens' timeless story; it's the one I always remember watching in school, and I remember being absolutely terrified by it! The ghost of Jacob Marley, the final scene with the ghost of Christmas present under the bridge, and the ghost of Christmas yet-to-come especially I found very frightening. How on earth did the film gain the 'U' certificate? (For non-UK readers 'U' is the lowest classification, it means family friendly and children welcome, nothing to scare them etc... This is certainly not the case though, as some smaller children will undoubtedly find the final segment positively terrifying with the grim reaper-like spectre of Christmas future.<br /><br />Be that as it may, from the many versions of this classic story I have seen adapted for film, this is possibly the most faithful to the book. Most notably included is a segment rarely seen in film adaptations of the original text - that of the ghost of Christmas present showing Scrooge the two children hidden under his robe (you'd never get away with a scene like that nowadays!). The two children represent Ignorance and Need (although changed to Want in this film).<br /><br />Criticisms for me however become apparent having watched it again with more objective and trained eyes, the main one of which being that George C. Scott's portrayal of Scrooge seems simply not cold enough. He laughs too much. I don't want to use the word jolly because of course Ebeneezer is anything but, but he does seem to be merely a grumpy old man, rather than the positively unkind, cold and uncaring man that he is in the book and other films. Patrick Stewart portrayed him excellently in one of the most recent versions filmed, and Michael Caine, despite acting alongside the Muppets, was positively cold. Further, the development of the character over the course of the film as he learns more about the error of his ways and grows towards redemption is unconvincing and appears inconsistent. He appears to have changed little by the time he reaches the third spirit's final lesson.<br /><br />But ignoring this one (albeit major) quibble, it is still a spellbinding and ultimately heart-warming Christmas tale, as all Christmas films should be. London of course looks like the perfect picturesque quaint snow-covered English town that many Americans probably imagine it still is (the truth is that even then that London was grey and grimy ¶? and any snow would never have been so white!) And everyone is so impeccably dressed too, even the poor people look rather dapper. But of course it's a Christmas film, so why shouldn't everything look nice? Perfect holiday season viewing; coupled with copies of It's a Wonderful Life, Miracle on 34th Street and The Snowman and you've got everything you need.",pos
"I had never heard of this film prior to seeing it, I wondered if it was an independent film, and I was correct, but with a good cast I decided to chance it. Basically drifter Michael Williams (Nicolas Cage) is in the town Red Rock, Wyoming, looking for a job, and meeting bar owner Wayne Brown (Pleasantville's J.T. Walsh) he is given a large sum of money, mistaken for a hit-man he has hired to kill his unfaithful wife Suzanne (Lara Flynn Boyle). He does not correct him, takes the money, and goes to warn Suzanne, and after she makes him a counteroffer, he decides he needs to leave. When Wayne knows his real identity, he chases Michael shooting a big gun, until he gets in a car with Lyle from Dallas (Dennis Hopper). But things get complicated when Michael realises Lyle is the hit-man he was mistaken for, and he makes a quick retreat. He goes back to Suzanne, and knowing they are both in danger, they plan to leave town together, and add another complication by falling for each other. Before they leave however, Suzanne insists they go and steal a big amount money in the safe. Of course things aren't going to go smoothly, and Wayne and Lyle catch up to them, and Lyle forces them and now tied-up Wayne to go and get the buried money. In the end, Lyle and Wayne both get what they deserve, Michael and Suzanne do get on a moving train together, but it is obvious she cares more about the money, and she gets what she deserves too. Also starring Craig Reay as Jim, Vance Johnson as Mr. Johnson, Timothy Carhart as Deputy Matt Greytack, Dwight Yoakam as Truck Driver and Robert Apel as Howard. The performances, apart from maybe a lame Boyle, are all fine and dandy, and it has got quite a good film noir feel for a black comedy thriller. Very good!",pos
"One thing I always liked about Robert Ludlum thrillers is just when you think you have it figured out, it goes in a completely different direction. There are so many twists and turns in this film that I have a sore neck from watching.<br /><br />One thing I also like about director John Dahl (Kill Me Again, Rounders, Unforgettable) is that he can be depended upon to direct and, in this case, write (with his brother Rick) a good story.<br /><br />Now, add Nick Cage, Dennis Hopper, Lara Flynn Boyle, and J.T. Walsh to the cast and you have a story that will keep your interest even if they are playing characters that all of them have perfected. Dahl seems to bring out the best in folks, and this will keep you interested, and guessing, until the very end.",pos
Red Rock West is one of those rare films that keeps you guessing the entire time as to what will happen next. Nicolas Cage is mistaken for a contract killer as he enters a small town trying to find work. Dennis Hopper is the bad guy and no one plays them better. Look for a brief appearance by country singing star Dwight Yoakam. This is a serious drama most of the time but there are some lighter moments. What matters is that you will enjoy this low budget but high quality effort!,pos
"Like many of you I am a great fan of the real thing - the 1940s noir films - but Red Rock West was a real treat for all of us longing for the past. The term 'neo-noir' has been so often used inappropriately in the last ten years that it has lost its meaning and its impact. John Dahl's film on the other hand, truly deserved to be described as such. The casting is perfect all around and would have felt right at home with Tay Garnett or Jacques Tourneur. The plot is so tight that you are hooked within the first fifteen minutes. James M. Cain would have appreciated it. Many contemporary films leave me wondering why they don't make them like they used to, and I'm not even that old. Movies such as Red Rock West give us hope for the future while paying tribute to the past.",pos
